date,user,message
2024-12-10 20:17:00,Siddhi Didi,"Me pn jhopli ho aaj jevali hoti
"
2024-12-10 20:17:00,Sahil,"Ok ok good ğŸ˜Š tu pn kaar Aram nantr yudha ladhaycha ahe
"
2024-12-10 20:17:00,Sahil,"Jai mahishmati
"
2024-12-10 20:17:00,Siddhi Didi,"Hoooo he mart khar bolla
"
2024-12-10 20:18:00,Siddhi Didi,"Hooooo jaiii jaii
"
2024-12-10 20:18:00,Siddhi Didi,"ğŸ˜‚ğŸ˜‚
"
2024-12-10 20:18:00,Sahil,"Kaki tum age badho hum piche se bhaag jayenge
"
2024-12-10 20:18:00,Sahil,"ğŸ˜‚
"
2024-12-10 20:19:00,Sahil,"Sod mi asach tucha mood divert karat hoto atta joke karun thoda tuzha tension Kami
"
2024-12-10 20:19:00,Sahil,"Kar tu Aram kr
"
2024-12-10 20:19:00,Siddhi Didi,"Ho jhopali ahe me mummy tar aaj sakali 4.45 la uthun tikde bght basli hoti
"
2024-12-10 20:19:00,Sahil,"Ami monjolika asa nahi bolli ka ğŸ˜‚
"
2024-12-10 20:20:00,Siddhi Didi,"Nhi
"
2024-12-10 20:20:00,Sahil,"Sod don't worry ğŸ˜ u can do this
"
2024-12-10 20:20:00,Siddhi Didi,"Hm
"
2024-12-10 20:20:00,Sahil,"Jastach tumha doghancha mood kharab zhala tr mala call Kara mi masta change karin tumcha mood
"
2024-12-10 20:21:00,Siddhi Didi,"Ha karto
"
2024-12-10 20:21:00,Sahil,"Ani mi Deva kade prarthana karto ki kaki na thoda samjude ki jasta nnonkai karayla
"
2024-12-10 20:21:00,Sahil,"ğŸ™ğŸ»
"
2024-12-10 20:21:00,Siddhi Didi,"Hmm
"
2024-12-10 20:24:00,Sahil,"<Media omitted>
"
2024-12-10 20:24:00,Sahil,"He bagh ğŸ˜‚
"
2024-12-10 20:25:00,Sahil,"<Media omitted>
"
2024-12-13 13:47:00,Siddhi Didi,"null
"
2024-12-19 10:52:00,Siddhi Didi,"null
"
2024-12-19 10:53:00,Siddhi Didi,"Sahil call kar mala
"
2024-12-19 12:15:00,Siddhi Didi,"null
"
2024-12-20 21:58:00,Sahil,"https://guessgame-6ir4.onrender.com
"
2024-12-20 23:25:00,Sahil,"Ha mi mazha ek project hota to deploy kela internet vr
"
2024-12-20 23:25:00,Sahil,"Aaj aap deploy karayla shiklo
"
2024-12-21 09:30:00,Siddhi Didi,"ğŸ˜ğŸ‘ŒğŸ»ğŸ‘ŒğŸ»ğŸ¥³
"
2024-12-21 09:30:00,Siddhi Didi,"Wowww masttttt
"
2024-12-26 23:40:00,Sahil,"https://tic-tac-toe-latest.onrender.com
"
2024-12-26 23:40:00,Sahil,"Ha load ghyayla time gheil pn bagh ekda open karun
"
2024-12-27 10:32:00,Siddhi Didi,"X and 0 ahe ha game
"
2024-12-27 10:32:00,Siddhi Didi,"Tu banavala
"
2024-12-27 10:41:00,Sahil,"Ho
"
2024-12-28 15:27:00,Sahil,"Hi
"
2024-12-28 15:54:00,Siddhi Didi,"Ha bol
"
2024-12-28 18:38:00,Sahil,"Kai kartes?
"
2024-12-28 18:54:00,Siddhi Didi,"Kai nai kam kart hoti
"
2024-12-28 18:54:00,Siddhi Didi,"Aatach sampla
"
2024-12-28 18:54:00,Siddhi Didi,"Bol kai zL
"
2024-12-28 19:08:00,Sahil,"Are asach kela hota message
"
2024-12-28 19:31:00,Sahil,"Tu free zhalis na ki message kr
"
2024-12-28 19:31:00,Siddhi Didi,"Freech ahe bol ata
"
2024-12-28 19:31:00,Siddhi Didi,"Nanter phunha busy honat
"
2024-12-28 19:34:00,Sahil,"Ok ok
"
2024-12-28 19:35:00,Sahil,"Accha aaik
"
2024-12-28 19:35:00,Siddhi Didi,"Ha
"
2024-12-28 19:35:00,Sahil,"Tu atta sutti kadhi asnar phudchya mahinya madhe?
"
2024-12-28 19:36:00,Siddhi Didi,"January la kadhich nhi but me gheun sakte sutti
"
2024-12-28 19:36:00,Siddhi Didi,"Ha bol kai zal
"
2024-12-28 19:36:00,Sahil,"Haaa
"
2024-12-28 19:36:00,Sahil,"Mg 21st la gheshil ka?
"
2024-12-28 19:36:00,Siddhi Didi,"21 january la kai var ahe
"
2024-12-28 19:36:00,Sahil,"Wednesday
"
2024-12-28 19:36:00,Sahil,"Nai Tuesday
"
2024-12-28 19:37:00,Sahil,"Ahe
"
2024-12-28 19:37:00,Siddhi Didi,"Ho chalel gheu sakte kai ahe te tar sang 21 st la
"
2024-12-28 19:37:00,Sahil,"Ho ahe na
"
2024-12-28 19:37:00,Sahil,"Mazha birthday
"
2024-12-28 19:38:00,Siddhi Didi,"Ohhhhh mast mag kuthe jaycha plan kartos ani kon kon siddhu asnar tar ahech
"
2024-12-28 19:38:00,Sahil,"Hoo
"
2024-12-28 19:38:00,Sahil,"Te clg che friend nasnar tyala lakshyat on chi birthday mazha
"
2024-12-28 19:38:00,Sahil,"Tr apanch jaun yeu fkt
"
2024-12-28 19:38:00,Sahil,"Jasta paise mara majja karu
"
2024-12-28 19:39:00,Siddhi Didi,"Apn manje kon kon
"
2024-12-28 19:39:00,Siddhi Didi,"Tu me siddhu
"
2024-12-28 19:39:00,Sahil,"Tu mi siddhu
"
2024-12-28 19:39:00,Sahil,"Ho
"
2024-12-28 19:39:00,Siddhi Didi,"Ho chalel chalel sahil
"
2024-12-28 19:39:00,Siddhi Didi,"Ani ek kam hot tuzya kde
"
2024-12-28 19:39:00,Sahil,"Ani aaik
"
2024-12-28 19:39:00,Sahil,"Ha bol
"
2024-12-28 19:39:00,Siddhi Didi,"Tehi siddhu la nhi sangych
"
2024-12-28 19:39:00,Siddhi Didi,"Adhi tu bol
"
2024-12-28 19:39:00,Sahil,"Ho chalel
"
2024-12-28 19:39:00,Sahil,"Nahi adhi tu bol
"
2024-12-28 19:39:00,Sahil,"Te mazha movie cha baghayla sangnar ahe tu la tu bol adhi
"
2024-12-28 19:40:00,Siddhi Didi,"Are photo shoot karycha hit mala mazya birthday la March madhe
"
2024-12-28 19:40:00,Sahil,"Proper dslr ne ? Ki normal phone ne pn chalel?
"
2024-12-28 19:41:00,Sahil,"Ani Sandhya kali karaycha ahe ki day madhe?
"
2024-12-28 19:41:00,Siddhi Didi,"Hoo chalel dhavel
"
2024-12-28 19:41:00,Sahil,"??
"
2024-12-28 19:42:00,Siddhi Didi,"Dress ne
"
2024-12-28 19:42:00,Siddhi Didi,"Sakali
"
2024-12-28 19:42:00,Sahil,"DSLR*
"
2024-12-28 19:42:00,Siddhi Didi,"Nhi phone madhex
"
2024-12-28 19:42:00,Sahil,"Ok ok
"
2024-12-28 19:42:00,Sahil,"Ho chalel mg
"
2024-12-28 19:42:00,Siddhi Didi,"Tu phone madhe pan changle kadhtos
"
2024-12-28 19:42:00,Sahil,"Mi karu shakto
"
2024-12-28 19:42:00,Siddhi Didi,"Ha but jaga ajun bghitla nhi me
"
2024-12-28 19:43:00,Siddhi Didi,"Jaga sodhem ani sangen
"
2024-12-28 19:43:00,Siddhi Didi,"Ata tuz sang
"
2024-12-28 19:43:00,Sahil,"Ho ho chalel
"
2024-12-28 19:43:00,Sahil,"Mi tula movie baghayla sangnar hoto ğŸ˜‚
"
2024-12-28 19:43:00,Sahil,"Series ahe khara tar
"
2024-12-28 19:43:00,Sahil,"Hollywood
"
2024-12-28 19:43:00,Sahil,"Squid game
"
2024-12-28 19:43:00,Sahil,"Masta ahe
"
2024-12-28 19:44:00,Siddhi Didi,"Ho kai nav kai
"
2024-12-28 19:44:00,Siddhi Didi,"He kai
"
2024-12-28 19:44:00,Sahil,"Netflix vr ahe pn khup masta ahe thoda thrill thoda comedy
"
2024-12-28 19:44:00,Sahil,"Romance nahi ahe
"
2024-12-28 19:44:00,Sahil,"Series cha naav ahe
"
2024-12-28 19:44:00,Sahil,"Trailer bagh tyacha avdli tr bagh
"
2024-12-28 19:44:00,Sahil,"Khup Masta hoti tyachya atta season 2 pn ala ahe
"
2024-12-28 19:44:00,Siddhi Didi,"Ha thmb. Trailer bghte
"
2024-12-28 19:45:00,Sahil,"Ok
"
2024-12-28 19:49:00,Sahil,"baghtlas?
"
2024-12-28 19:50:00,Siddhi Didi,"Kunfu karte fighting ahe tyat
"
2024-12-28 19:50:00,Siddhi Didi,"Na
"
2024-12-28 19:50:00,Siddhi Didi,"Ho bghital
"
2024-12-28 19:50:00,Sahil,"nahi
"
2024-12-28 19:50:00,Sahil,"kungu vagre nahi ahe
"
2024-12-28 19:51:00,Sahil,"tr te asa ahe ki je lok ase khup karja madhe astat tya lokana ektra karun tyancya akdun game khelvle jatat
"
2024-12-28 19:51:00,Sahil,"ani jo harel to mela
"
2024-12-28 19:51:00,Sahil,"jo jinkla tyala na sampanare paise milnar
"
2024-12-28 19:51:00,Sahil,"ani khup masta ahe series
"
2024-12-28 19:53:00,Sahil,"ani hi nahi avdli na tr hostar vr ek ah
"
2024-12-28 19:53:00,Sahil,"thukra ke mera pyar
"
2024-12-28 19:53:00,Sahil,"ti tr khup masa ani bolywood ah e
"
2024-12-28 19:54:00,Siddhi Didi,"Ha te mast te bghen me but half nhi ahe na tychi story
"
2024-12-28 19:54:00,Siddhi Didi,"I mean ardha next season la vaigre as kahi ahe ka
"
2024-12-28 19:55:00,Sahil,"Thukra ke Mera pyaar Ho ahe ardhi next season la
"
2024-12-28 19:55:00,Sahil,"Pn hya season madhe om stroy Purna keli ahe
"
2024-12-28 19:55:00,Siddhi Didi,"Mag next ala hi baghel me
"
2024-12-28 19:56:00,Sahil,"are nahi tyacha season 2  nahi yanar ahe
"
2024-12-28 20:06:00,Siddhi Didi,"Achha
"
2024-12-28 22:31:00,Sahil,"Siddhu na jevtach zopli ka?
"
2024-12-28 22:32:00,Siddhi Didi,"Ho tich dok khup dukhatay me bharavate boli but nko boli te ulti sarakh hotay
"
2024-12-28 22:34:00,Sahil,"Ok ok thik ahe zopudet
"
2024-12-30 21:13:00,Sahil,"Hi
"
2024-12-30 21:13:00,Sahil,"Abhu didi
"
2024-12-31 17:57:00,Sahil,"Hi abhu didi
"
2024-12-31 17:57:00,Siddhi Didi,"ha bol sahil
"
2024-12-31 17:57:00,Sahil,"Kai kartes
"
2024-12-31 17:57:00,Sahil,"Kamat ahes?
"
2024-12-31 17:58:00,Siddhi Didi,"nhi file transfer hotey
"
2024-12-31 17:58:00,Siddhi Didi,"bol free ahe to prynt
"
2024-12-31 17:58:00,Sahil,"Siddhu kai kaam kartey?
"
2024-12-31 17:58:00,Siddhi Didi,"nhi te you tube bghtey
"
2024-12-31 17:58:00,Sahil,"Are mi kai boltoy
"
2024-12-31 17:58:00,Siddhi Didi,"mobile table khali ahe
"
2024-12-31 17:58:00,Siddhi Didi,"kai
"
2024-12-31 17:59:00,Sahil,"Mala tyadivshi interview sathi call ala hota te bolle tumhi interest ahat ka java developer sathi
"
2024-12-31 17:59:00,Sahil,"Tr mi bollo ho tr te bolle thik ahe amhi tumcha telephonic interview set kartti
"
2024-12-31 17:59:00,Sahil,"Mag magchya week madhe mazha telephonic interview zhala
"
2024-12-31 17:59:00,Sahil,"Ani mi select zhali kai jasta nahi tyani basic question vicharle
"
2024-12-31 17:59:00,Sahil,"Ani aaj mazha machine test hoti
"
2024-12-31 18:00:00,Sahil,"Tithe gelo hoto mi thanyala
"
2024-12-31 18:00:00,Siddhi Didi,"ohhhhhh kal sangital nhis tu mala he
"
2024-12-31 18:00:00,Siddhi Didi,"aj gela hotas
"
2024-12-31 18:00:00,Siddhi Didi,"kai bole te
"
2024-12-31 18:00:00,Sahil,"Yaar pn interview madhe tyani easy questions vicharle hote mhanun mala vatla ki core javach karaycha ahe mhanun mi fkt core Java karin gelo ani asadhya spring boot kartoy na
"
2024-12-31 18:00:00,Sahil,"Tr advance java nahi kela khup divas ani aaj sathi on navta kela
"
2024-12-31 18:01:00,Sahil,"Tyani nemka advance java cha question dila solve karayla
"
2024-12-31 18:01:00,Sahil,"Ani mala alach nahi yaar
"
2024-12-31 18:01:00,Sahil,"Tari mi try kela pn jasta nahi jamla
"
2024-12-31 18:01:00,Siddhi Didi,"ohh mag te kai bole
"
2024-12-31 18:01:00,Sahil,"Khara tr ha job mala hava hota mala company pn avdli hoti ani mazhya field madhla job hota ğŸ˜
"
2024-12-31 18:02:00,Sahil,"Te bolle ki tu code run kela asta tr tula phude pathvu shaklo asto ani tu spring boot boltoy te ti position experience level sathi ahe
"
2024-12-31 18:02:00,Sahil,"Mi tyana bollo tumhala hava tr mi atta tumchya samor karun dakvato spring boot
"
2024-12-31 18:03:00,Sahil,"Pn te bolle nahi mhanun
"
2024-12-31 18:03:00,Sahil,"Tya mule aaj cha mazha te ghan gela sagla
"
2024-12-31 18:03:00,Siddhi Didi,"nav kai company ch
"
2024-12-31 18:03:00,Sahil,"Yaar mala na asa ghaan vattay na
"
2024-12-31 18:03:00,Sahil,"Pinnacle technology
"
2024-12-31 18:03:00,Siddhi Didi,"tyat kai nai sahil
"
2024-12-31 18:03:00,Siddhi Didi,"ha tar tuza first interview hota na
"
2024-12-31 18:03:00,Sahil,"Ho Java sathi first hota
"
2024-12-31 18:06:00,Sahil,"Evdhe divas mi na interview sathi select navto hot ani atta projects vagre banvle internships kelya tr interview sathi select zhalo pn swatachyach chuki mule nahi bhetla aaj
"
2024-12-31 18:06:00,Sahil,"Normal hota crud operation karayche hote MySQL ne ani java server pages ne
"
2024-12-31 18:07:00,Siddhi Didi,"thik ahe sahil bghh
"
2024-12-31 18:07:00,Siddhi Didi,"apn interview det rahaych
"
2024-12-31 18:07:00,Siddhi Didi,"khuppp deshil thevha tula ekhadi bhetel job
"
2024-12-31 18:07:00,Siddhi Didi,"me tar kiti dilet te mojale hi nhit
"
2024-12-31 18:07:00,Siddhi Didi,"ha vaiet vatt thod but nanter me phunha start karte
"
2024-12-31 18:08:00,Sahil,"Pn problem asa ahe ki java chya position sathi fresher sathi mumbai madhe khup Kami ahet
"
2024-12-31 18:08:00,Siddhi Didi,"soo ek interview changala nhi gela mhun kai lagech har nai manaychi
"
2024-12-31 18:08:00,Sahil,"Tithe banglore la vagre ahet jasta pn ithe Kami ahe
"
2024-12-31 18:08:00,Siddhi Didi,"pune la khup ahet java sathi
"
2024-12-31 18:08:00,Siddhi Didi,"mag bhaher jaycha kai plan nhi na tuza
"
2024-12-31 18:08:00,Sahil,"Nahi yaar mi haar nahi manat ahe pn na khup asa ghaan vattay kalat nahi kasa sangu
"
2024-12-31 18:09:00,Sahil,"Ahe m.sc nantr
"
2024-12-31 18:10:00,Siddhi Didi,"nko sangu mala kalatay
"
2024-12-31 18:45:00,Siddhi Didi,"sahil siddhu la bolas ka he
"
2024-12-31 18:45:00,Sahil,"Nahi
"
2024-12-31 18:46:00,Sahil,"Nantr call vr sangnar ahe
"
2024-12-31 18:46:00,Siddhi Didi,"achha
"
2024-12-31 18:46:00,Siddhi Didi,"tension nko gheus
"
2024-12-31 18:46:00,Sahil,"Tu kahi bollis nahi na tila?
"
2024-12-31 18:46:00,Siddhi Didi,"ha ata te anghol kartey
"
2024-12-31 18:46:00,Siddhi Didi,"nanter kar call 7.30 la
"
2024-12-31 18:46:00,Siddhi Didi,"nhi
"
2024-12-31 18:46:00,Sahil,"Are didi tension nahi yet ahe swata vr guilt ani raag Yetoy
"
2024-12-31 18:46:00,Sahil,"Evdhuss jamla nahi mhanun
"
2024-12-31 18:46:00,Sahil,"Ho
"
2024-12-31 18:47:00,Siddhi Didi,"chill mag aaj rag yetoy na kar rag ani udya parat navyane survat kar
"
2024-12-31 18:47:00,Siddhi Didi,"tas hi aaj last day ahe
"
2024-12-31 18:47:00,Siddhi Didi,"udya pasun new year
"
2024-12-31 18:47:00,Sahil,"Ho
"
2024-12-31 18:48:00,Sahil,"ğŸ™‚
"
2024-12-31 18:48:00,Siddhi Didi,"kala na tula kai chukala te phudhya veli te chuk laskhat thev ani kar kai te
"
2024-12-31 18:48:00,Sahil,"Kalla atta kai kai vichartat te atta barobar kari puchdhya interview la
"
2024-12-31 18:48:00,Siddhi Didi,"tech chuk first and last time
"
2024-12-31 18:48:00,Sahil,"Ho mi ek chuk dusryana nahi karat
"
2024-12-31 18:48:00,Sahil,"Atta fkt next month madhe ekda konta tari interview bhetudet
"
2024-12-31 18:49:00,Siddhi Didi,"ha apply karat raha
"
2024-12-31 18:59:00,Sahil,"Ho
"
2024-12-31 20:26:00,Sahil,"Abhu didi
"
2024-12-31 21:34:00,Siddhi Didi,"Ha bol
"
2024-12-31 21:34:00,Siddhi Didi,"Sahil
"
2024-12-31 22:04:00,Sahil,"You deleted this message
"
2025-01-02 19:39:00,Sahil,"You deleted this message
"
2025-01-02 19:40:00,Sahil,"You deleted this message
"
2025-01-02 19:40:00,Sahil,"You deleted this message
"
2025-01-02 21:12:00,Sahil,"Gunaah cha trailer bagh
"
2025-01-03 17:30:00,Sahil,"Abhu didi
"
2025-01-03 19:38:00,Sahil,"Abhu didi tya divshi
"
2025-01-03 19:38:00,Sahil,"Mi steps pn khup barorbar kelya hotya
"
2025-01-03 19:38:00,Sahil,"Ani code suddha
"
2025-01-03 19:39:00,Sahil,"Tya software cha glitch hota
"
2025-01-03 19:39:00,Sahil,"To app jar band karun chalu kela asta tr code run zhala asta
"
2025-01-03 19:39:00,Sahil,"Ani mala vatla ki mi step miss kartoy konti tari
"
2025-01-03 19:39:00,Sahil,"ğŸ¥²
"
2025-01-03 19:39:00,Sahil,"Ani ti Company khup mothi hoti changli hoti pinnacle
"
2025-01-03 19:40:00,Sahil,".
"
2025-01-03 19:41:00,Siddhi Didi,"Ohhhhhh
"
2025-01-03 19:41:00,Siddhi Didi,"Are are
"
2025-01-03 19:41:00,Siddhi Didi,"He tula kadhi kala
"
2025-01-03 19:42:00,Sahil,"Atta jevha mi mazhya pc vr to software run kela
"
2025-01-03 19:42:00,Siddhi Didi,"Hoo thik ahe sahil jaudet ata dusri kade laksh de
"
2025-01-03 19:42:00,Siddhi Didi,"Nhi tar tu call kartos ka tya mansala
"
2025-01-03 19:42:00,Siddhi Didi,"Kiva mail
"
2025-01-03 19:42:00,Siddhi Didi,"Tyala sang he
"
2025-01-03 19:42:00,Siddhi Didi,"Bgh kai bolto to
"
2025-01-03 19:42:00,Sahil,"Ok try karto
"
2025-01-03 19:42:00,Siddhi Didi,"Manje tula bar vatel
"
2025-01-03 19:42:00,Sahil,"Ho
"
2025-01-03 19:42:00,Siddhi Didi,"Haa bol tyla sagal Ani bol
"
2025-01-03 19:43:00,Siddhi Didi,"Ki please give me one more chance as I am starting my career and I want to start it with your company
"
2025-01-03 19:43:00,Siddhi Didi,"As bol
"
2025-01-03 19:43:00,Siddhi Didi,"Bghu kai bolto te
"
2025-01-03 19:44:00,Sahil,"Ok chalel pn udya karayla lagel call tyancha office time madhe
"
2025-01-03 19:44:00,Siddhi Didi,"Ha Kiva Monday udya sat ahe
"
2025-01-04 22:29:00,Sahil,"Badmaash company
"
2025-01-04 22:29:00,Sahil,"Shahid kapoor chi ahe khup comedy ahe
"
2025-01-05 10:14:00,Siddhi Didi,"me bghitala already
"
2025-01-05 10:36:00,Sahil,"Ani gunaah
"
2025-01-05 10:37:00,Siddhi Didi,"gunaah nhi bghital
"
2025-01-05 10:37:00,Siddhi Didi,"aaj kam ahe
"
2025-01-05 10:37:00,Sahil,"Aaj accha ghari
"
2025-01-05 10:37:00,Siddhi Didi,"ata sutti chya divashi bghen
"
2025-01-05 10:37:00,Siddhi Didi,"nhii
"
2025-01-05 10:37:00,Siddhi Didi,"office ch kam ahe
"
2025-01-05 10:37:00,Sahil,"Ohh office
"
2025-01-05 10:37:00,Sahil,"Ok ok kr kaam
"
2025-01-05 10:37:00,Siddhi Didi,"sunday la mala sutti naste
"
2025-01-05 10:38:00,Sahil,"Ok ok
"
2025-01-05 19:23:00,Sahil,"<Media omitted>
"
2025-01-05 20:32:00,Sahil,"Abhu didi
"
2025-01-06 17:41:00,Sahil,"Abhu didi
"
2025-01-06 17:41:00,Sahil,"Busy???
"
2025-01-09 11:28:00,Siddhi Didi,"null
"
2025-01-09 11:30:00,Siddhi Didi,"Sahil siddhu bhetali kai
"
2025-01-09 11:32:00,Sahil,"Hoo
"
2025-01-09 11:36:00,Siddhi Didi,"achha
"
2025-01-09 12:47:00,Siddhi Didi,"null
"
2025-01-10 11:00:00,Siddhi Didi,"null
"
2025-01-10 11:59:00,Siddhi Didi,"null
"
2025-01-10 12:00:00,Siddhi Didi,"null
"
2025-01-10 12:01:00,Siddhi Didi,"null
"
2025-01-10 14:56:00,Siddhi Didi,"null
"
2025-01-13 20:13:00,Siddhi Didi,"null
"
2025-01-13 20:13:00,Siddhi Didi,"null
"
2025-01-13 20:35:00,Siddhi Didi,"null
"
2025-01-15 12:57:00,Sahil,"Ghetla ka electrolyte.?
"
2025-01-15 12:57:00,Siddhi Didi,"hoo ghetal
"
2025-01-15 12:57:00,Sahil,"Kasa vattay atta?
"
2025-01-15 12:58:00,Siddhi Didi,"tasch weakness ahe thoda
"
2025-01-15 12:58:00,Sahil,"Atta te ghetlas na tr bagh thodya velane jara takad yeil.ani.tjodi bhuk pn lagel
"
2025-01-15 12:58:00,Siddhi Didi,"atach uthun basli jara
"
2025-01-15 12:58:00,Siddhi Didi,"ho bhook lagaliy
"
2025-01-15 12:58:00,Sahil,"Ho thodya velane vatel energy lagech nahi yenar ğŸ˜‚
"
2025-01-15 12:58:00,Siddhi Didi,"but kahi kahych man nai karat ahe
"
2025-01-15 12:58:00,Sahil,"Khaun ghe normalch khaa
"
2025-01-15 12:58:00,Sahil,"Dal bhat vagre
"
2025-01-15 12:58:00,Siddhi Didi,"nhi dal bhat nhi
"
2025-01-15 12:59:00,Sahil,"Tikhat Kiva ambat khau nko
"
2025-01-15 12:59:00,Siddhi Didi,"chatni bhat
"
2025-01-15 12:59:00,Sahil,"Are ğŸ¤¦ğŸ»â€â™‚ï¸
"
2025-01-15 12:59:00,Siddhi Didi,"hirvi chatni ani bhat
"
2025-01-15 12:59:00,Sahil,"Tyane ajun kharab hoil tabyt
"
2025-01-15 12:59:00,Sahil,"Thik.kha bagh kai te
"
2025-01-15 13:03:00,Siddhi Didi,"tu chup tula kai swtach mahiti nahi ala motha duniyela gyaan shikvaila hatt
"
2025-01-15 13:03:00,Sahil,"Are
"
2025-01-15 13:03:00,Sahil,"Mi bollo na kha mhanun hava te
"
2025-01-15 13:03:00,Sahil,"He kai
"
2025-01-15 13:04:00,Siddhi Didi,"ho siddhu ne lihal hot te
"
2025-01-15 13:04:00,Sahil,"Mahit ahe mala
"
2025-01-17 12:12:00,Siddhi Didi,"null
"
2025-01-21 11:13:00,Siddhi Didi,"Happy Birthday sahilğŸ¥³ğŸ¥³ğŸ‚
"
2025-01-21 12:03:00,Sahil,"Thank you abhu didi
"
2025-01-21 12:04:00,Siddhi Didi,"sutalat tumhi
"
2025-01-21 12:04:00,Sahil,"Ho
"
2025-01-21 12:04:00,Siddhi Didi,"ki ahe ajun lecture
"
2025-01-21 12:05:00,Sahil,"Sutlo
"
2025-01-22 12:44:00,Siddhi Didi,"Sahil
"
2025-01-22 12:44:00,Siddhi Didi,"Siddhu la kapor anayla sang
"
2025-01-22 12:44:00,Sahil,"Ghetla
"
2025-01-22 12:44:00,Sahil,"Nai annar
"
2025-01-22 12:44:00,Sahil,"Kai karnar ahes
"
2025-01-22 12:44:00,Siddhi Didi,"Me kai nai karnar
"
2025-01-22 12:44:00,Sahil,"Ukhadaychay te ukhad
"
2025-01-22 12:44:00,Siddhi Didi,"Mummy karel kai te
"
2025-01-22 12:45:00,Siddhi Didi,"ğŸ¤£ğŸ¤£
"
2025-01-22 12:45:00,Sahil,"Tu kai karuch shakat nahis
"
2025-01-22 12:45:00,Siddhi Didi,"Tulach ukhadel te
"
2025-01-22 12:45:00,Siddhi Didi,"Hatt
"
2025-01-22 12:45:00,Sahil,"Siddhu tuza karnar ahe patta shodhun thev nahi tr aplyala vr tulach pattya sarkha pisel
"
2025-01-22 12:45:00,Sahil,"<Media omitted>
"
2025-01-22 12:47:00,Siddhi Didi,"hoo sohala amhi sakali me ani papa ni
"
2025-01-22 12:47:00,Siddhi Didi,"but bhetalach nhi
"
2025-01-22 12:47:00,Siddhi Didi,"kuthe gayab zala kai mhit
"
2025-01-22 12:48:00,Sahil,"Thamb yet ahe atta
"
2025-01-22 12:51:00,Siddhi Didi,"ha thik ahe aramat ye
"
2025-01-22 14:01:00,Sahil,"Are te message siddhu ne type kele hote
"
2025-01-22 14:01:00,Siddhi Didi,"chup chomdya
"
2025-01-22 14:01:00,Siddhi Didi,"bichra siddhu vr nav ghaltos
"
2025-01-22 14:01:00,Siddhi Didi,"swta kartos ani
"
2025-01-22 14:02:00,Sahil,"Aa siddhu message kartes
"
2025-01-22 14:02:00,Sahil,"Abhu didi la de phone
"
2025-01-22 14:02:00,Siddhi Didi,"amcha siddhu kiti saral ani sadha ahe
"
2025-01-22 14:02:00,Siddhi Didi,"mich ahe abhu didi
"
2025-01-22 14:02:00,Sahil,"Ho ho
"
2025-01-22 14:02:00,Sahil,"Ajibat nahi
"
2025-01-22 14:02:00,Siddhi Didi,"arey sahil
"
2025-01-24 12:23:00,Siddhi Didi,"Ho zala
"
2025-01-24 12:24:00,Sahil,"Ok
"
2025-01-24 19:19:00,Siddhi Didi,"null
"
2025-01-25 20:03:00,Sahil,"https://meet.google.com/ewq-cwoe-uxg
"
